state_name,district_name,crop_year,season,crop,area_hectares,yield_kg_per_ha,production_tonnes
Bihar,Biha_District_06,,Kharif,Mustard,20127.64,4530.36,91185.46
Assam,Assa_District_09,2015.0,Zaid,Sugarcane,,1569.46,52755.01
Andhra Pradesh,Andh_District_05,2010.0,Zaid,Barley,42653.78,2066.14,88128.68
Andhra Pradesh,Andh_District_02,2011.0,Kharif,,42681.9,1845.25,78758.78
Haryana,Hary_District_11,2010.0,Rabi,Rice,29556.98,2286.23,67574.05
,Madh_District_18,2023.0,Rabi,Wheat,13813.77,4489.51,62017.06
Haryana,Hary_District_06,2019.0,Kharif,Mustard,9460.92,881.65,8341.22
Rajasthan,Raja_District_10,2013.0,Rabi,Sugarcane,17162.15,3729.38,64004.18
Gujarat,Guja_District_13,2019.0,Rabi,Jowar,40390.84,4994.35,201725.99
Haryana,Hary_District_10,2018.0,Kharif,Groundnut,14888.47,2335.74,34775.59
Madhya Pradesh,Madh_District_04,2014.0,Kharif,Maize,6927.38,3086.92,21384.27
Madhya Pradesh,Madh_District_05,2013.0,Rabi,Rice,49879.24,3653.96,182256.75
Rajasthan,,2018.0,Rabi,Jowar,29801.12,2265.66,67519.21
Bihar,Biha_District_08,2019.0,Kharif,Soybean,45773.41,,125241.54
Uttar Pradesh,Utta_District_11,2018.0,,Sugarcane,6804.91,2144.2,14591.09
Karnataka,Karn_District_10,2023.0,Kharif,Groundnut,3451.62,1408.91,4863.02
Maharashtra,Maha_District_08,2011.0,Kharif,,981.67,2539.76,2493.21
Karnataka,Karn_District_05,2010.0,Zaid,Rice,31763.56,2044.82,64950.76
Haryana,Hary_District_14,2014.0,Kharif,Soybean,21077.05,4816.44,101516.35
Andhra Pradesh,Andh_District_20,2022.0,Rabi,Wheat,37622.96,2933.85,110380.12
,Raja_District_07,2015.0,Rabi,Groundnut,14298.59,4536.49,64865.41
Bihar,Biha_District_11,2019.0,Kharif,Jowar,,1964.04,23237.24
Tamil Nadu,Tami_District_16,2012.0,Zaid,Soybean,45462.33,2882.94,131065.17
Uttar Pradesh,Utta_District_16,2017.0,Zaid,Mustard,37141.67,3158.35,117306.39
West Bengal,West_District_17,,Rabi,Rice,32706.62,1847.22,60416.32
Bihar,Biha_District_11,2021.0,Kharif,Mustard,12144.47,1951.22,23696.53
West Bengal,West_District_04,2010.0,Kharif,Groundnut,7856.53,4434.41,34839.08
Odisha,Odis_District_15,2014.0,Zaid,Groundnut,14234.02,3026.7,43082.11
Karnataka,Karn_District_11,2010.0,Zaid,Groundnut,39619.52,4027.21,159556.13
Telangana,Tela_District_08,2011.0,Zaid,Jowar,21975.47,2643.16,58084.68
Karnataka,Karn_District_12,2012.0,Zaid,Soybean,49735.62,3535.69,175849.73
Odisha,Odis_District_15,2018.0,Kharif,Jowar,40750.46,4561.49,185882.82
Bihar,Biha_District_19,2017.0,Rabi,Jowar,39400.73,,52533.39
West Bengal,West_District_09,2022.0,Zaid,Barley,28152.32,958.52,26984.56
Madhya Pradesh,Madh_District_19,2023.0,Rabi,Soybean,32680.81,4799.07,156837.49
West Bengal,West_District_20,2019.0,Kharif,,25685.33,2448.38,62887.45
West Bengal,West_District_20,2023.0,Zaid,Cotton,1888.55,4818.99,9100.9
,Maha_District_05,2018.0,Zaid,Jowar,,684.86,3588.55
Maharashtra,Maha_District_18,2011.0,Kharif,Rice,12378.72,794.89,9839.72
West Bengal,West_District_02,2021.0,Kharif,Barley,,2822.4,64380.02
Bihar,Biha_District_11,2022.0,Rabi,Sugarcane,15697.24,729.32,11448.31
Karnataka,Karn_District_13,2016.0,Rabi,Sugarcane,5668.86,,12643.09
Gujarat,Guja_District_04,2020.0,Zaid,Rice,3120.37,,11363.92
Gujarat,Guja_District_15,2014.0,Rabi,Barley,10430.33,1859.32,19393.32
Telangana,,2019.0,Rabi,Cotton,19766.88,2374.74,46941.2
Tamil Nadu,Tami_District_14,2015.0,Rabi,Rice,182.87,1004.32,183.66
Madhya Pradesh,Madh_District_04,,Zaid,Barley,43151.95,505.55,21815.47
Punjab,Punj_District_15,2022.0,Zaid,Cotton,25457.55,2702.76,68805.65
Telangana,Tela_District_08,,Zaid,Soybean,16721.4,2440.97,40816.44
Rajasthan,Raja_District_15,2020.0,Rabi,Jowar,39051.0,4285.42,167349.94
Madhya Pradesh,Madh_District_05,2016.0,Zaid,Sugarcane,13091.39,1951.21,25544.05
Telangana,Tela_District_14,2011.0,Rabi,Mustard,12199.89,2659.39,32444.27
Maharashtra,Maha_District_09,2017.0,Kharif,Sugarcane,34194.59,1527.14,52219.93
Maharashtra,Maha_District_02,2011.0,Rabi,Groundnut,16603.71,4686.73,77817.11
Odisha,Odis_District_20,2012.0,Rabi,Jowar,2523.61,2573.46,6494.41
Punjab,Punj_District_17,2011.0,Kharif,Soybean,35606.75,1177.04,41910.57
Gujarat,Guja_District_03,2012.0,,Barley,2463.96,1121.92,2764.37
Uttar Pradesh,Utta_District_12,2012.0,Kharif,Cotton,45949.28,,24889.35
Punjab,Punj_District_19,2019.0,Zaid,Mustard,9497.27,640.78,6085.66
Punjab,Punj_District_09,2016.0,Kharif,Jowar,5620.41,3290.67,18494.91
West Bengal,West_District_06,2014.0,Zaid,Mustard,12157.78,3061.45,37220.44
Tamil Nadu,Tami_District_16,2020.0,Kharif,Mustard,29550.75,4322.46,127731.93
Uttar Pradesh,Utta_District_08,2014.0,,,336.6,4340.16,1460.9
Telangana,Tela_District_01,2013.0,Zaid,Wheat,30994.04,1232.35,38195.51
Haryana,Hary_District_19,2021.0,Rabi,Soybean,38669.58,4349.71,168201.46
Andhra Pradesh,Andh_District_20,2016.0,Rabi,Cotton,,4634.57,59265.72
West Bengal,,2017.0,Rabi,Barley,22777.43,3215.41,73238.78
Madhya Pradesh,Madh_District_19,2021.0,Kharif,Soybean,49234.01,2126.91,104716.31
Rajasthan,Raja_District_06,2011.0,Kharif,,40676.65,1932.8,78619.83
West Bengal,West_District_19,2018.0,Kharif,Barley,39980.75,3203.3,128070.34
Bihar,,2017.0,Zaid,Jowar,10896.15,2363.12,25748.91
Andhra Pradesh,,2011.0,Rabi,Wheat,15950.02,851.49,13581.28
Rajasthan,Raja_District_03,2023.0,Rabi,Soybean,1588.76,2059.15,3271.5
West Bengal,West_District_15,2012.0,Zaid,Cotton,1049.8,,1306.68
West Bengal,West_District_14,2014.0,Zaid,Groundnut,36286.65,3686.41,133767.47
Haryana,Hary_District_03,2012.0,Kharif,Soybean,36955.16,1927.19,71219.61
Maharashtra,Maha_District_04,2021.0,Rabi,Sugarcane,44511.97,3172.24,141202.65
Odisha,Odis_District_16,2017.0,Rabi,Rice,6388.71,1146.73,7326.13
Madhya Pradesh,,2012.0,Kharif,Jowar,34685.46,1278.25,44336.69
Telangana,Tela_District_12,2016.0,Rabi,Jowar,25413.91,4962.99,
Haryana,Hary_District_14,2016.0,Kharif,,299.98,574.61,172.37
Assam,Assa_District_02,2019.0,Kharif,Cotton,49654.92,3130.87,155463.1
Andhra Pradesh,Andh_District_14,2015.0,Kharif,Rice,6432.81,4537.86,29191.19
,Hary_District_04,2022.0,Zaid,Barley,44030.98,2912.9,128257.84
Uttar Pradesh,Utta_District_16,2019.0,Rabi,Rice,31127.42,1729.34,53829.89
Odisha,Odis_District_13,2015.0,,Wheat,2620.93,3175.55,8322.89
Gujarat,Guja_District_10,2023.0,Kharif,Barley,14808.28,3486.29,51625.96
Rajasthan,Raja_District_02,2023.0,Rabi,Cotton,41828.63,581.72,24332.55
Bihar,,2017.0,Rabi,Soybean,29826.12,1540.76,45954.89
West Bengal,West_District_14,2019.0,Rabi,Mustard,43707.04,1641.49,71744.67
Andhra Pradesh,Andh_District_17,2016.0,Rabi,Barley,30577.43,2990.93,91454.95
Uttar Pradesh,Utta_District_08,2020.0,Kharif,Barley,19868.71,3549.29,70519.81
Odisha,Odis_District_14,2013.0,Zaid,Jowar,36315.9,3051.22,110807.8
Andhra Pradesh,Andh_District_01,2020.0,Rabi,Mustard,37945.27,4925.38,186894.87
Karnataka,Karn_District_04,,Rabi,Maize,21021.69,2815.62,59189.09
Telangana,Tela_District_08,2013.0,Kharif,Soybean,722.25,4082.13,2948.32
Punjab,Punj_District_04,2016.0,Zaid,Mustard,26059.48,2335.83,60870.52
,Guja_District_17,2021.0,Zaid,Rice,4794.19,4503.45,21590.39
Uttar Pradesh,Utta_District_17,,Kharif,Mustard,19810.86,3571.62,70756.86
Andhra Pradesh,,2010.0,Zaid,Rice,7553.77,4826.97,36461.82
Karnataka,Karn_District_14,2021.0,Rabi,Rice,9004.24,1397.94,12587.39
Uttar Pradesh,Utta_District_11,2023.0,Zaid,Mustard,42963.24,4606.62,197915.32
Uttar Pradesh,Utta_District_02,2022.0,Kharif,Mustard,10686.16,2614.1,27934.69
Tamil Nadu,Tami_District_12,2019.0,Zaid,Cotton,36701.4,4452.65,163418.49
Punjab,Punj_District_15,2016.0,Kharif,Rice,19014.73,2826.59,53746.85
Bihar,Biha_District_18,2018.0,Kharif,Wheat,37111.65,3790.11,140657.24
Andhra Pradesh,Andh_District_09,2012.0,Kharif,Wheat,39169.71,3064.7,120043.41
Punjab,Punj_District_02,2022.0,Zaid,Barley,5320.29,4567.88,24302.45
Maharashtra,Maha_District_16,2017.0,Rabi,Soybean,43292.07,4091.44,177126.91
Odisha,Odis_District_16,2017.0,Rabi,Maize,5083.14,1419.79,7216.99
West Bengal,West_District_02,2012.0,Zaid,Soybean,37205.66,604.13,22477.06
Odisha,Odis_District_07,2018.0,Zaid,Cotton,48963.31,,107579.74
Punjab,Punj_District_11,2015.0,Rabi,Jowar,35993.7,4494.07,161758.21
Telangana,Tela_District_07,2010.0,Rabi,Maize,19792.03,1936.1,38319.35
Karnataka,Karn_District_09,2014.0,Kharif,Soybean,30476.18,3114.45,94916.54
Karnataka,,2014.0,Kharif,Groundnut,20516.08,3207.99,65815.38
Punjab,Punj_District_19,2016.0,Kharif,Jowar,46775.53,2604.38,121821.25
Bihar,Biha_District_09,2015.0,Rabi,Groundnut,9917.43,2197.43,21792.86
Tamil Nadu,,2023.0,Rabi,Mustard,19765.94,1089.99,21544.68
Odisha,Odis_District_09,2021.0,Zaid,Wheat,8227.29,3580.53,29458.06
West Bengal,West_District_12,2011.0,Rabi,,17039.94,4797.04,81741.27
Punjab,Punj_District_13,2013.0,Rabi,Cotton,12255.48,945.16,11583.39
Maharashtra,Maha_District_08,2018.0,Rabi,Maize,37699.88,4464.66,168317.15
Andhra Pradesh,Andh_District_08,2020.0,Kharif,Cotton,13977.86,1409.4,19700.4
Gujarat,Guja_District_13,2020.0,Rabi,Mustard,9369.73,2849.06,26694.92
Bihar,Biha_District_14,2017.0,Rabi,Groundnut,23473.99,1667.48,39142.41
Telangana,Tela_District_20,2019.0,Rabi,Soybean,2354.14,2666.71,6277.81
Punjab,Punj_District_17,,Rabi,Sugarcane,47970.68,3436.34,164843.57
,Assa_District_15,2016.0,Zaid,Jowar,24825.78,998.11,24778.86
Telangana,,2018.0,Kharif,Groundnut,12696.57,1826.48,23190.03
Bihar,Biha_District_20,2016.0,,Rice,38263.7,4445.2,170089.8
Bihar,Biha_District_12,2022.0,Rabi,Sugarcane,45091.93,4930.56,222328.47
Gujarat,Guja_District_04,2014.0,,Wheat,49120.1,4788.5,235211.6
Gujarat,Guja_District_16,2014.0,Kharif,Groundnut,3683.92,1120.07,4126.25
Assam,Assa_District_17,2018.0,Zaid,Rice,15292.88,,45695.74
Haryana,Hary_District_15,2022.0,Rabi,Groundnut,4939.2,4306.09,21268.64
Uttar Pradesh,Utta_District_07,2021.0,Zaid,Rice,30876.13,2940.64,90795.58
Haryana,Hary_District_03,2022.0,Zaid,Rice,8349.04,1639.65,13689.5
Karnataka,Karn_District_10,2021.0,Kharif,Maize,8099.57,4333.7,35101.11
Gujarat,Guja_District_20,2023.0,Rabi,Soybean,29252.97,3808.08,111397.65
Punjab,Punj_District_02,2020.0,Kharif,Cotton,14872.04,2170.64,32281.84
Haryana,Hary_District_03,2021.0,Kharif,Wheat,20302.26,3920.07,79586.28
Odisha,Odis_District_13,2019.0,Kharif,Soybean,38640.41,1430.66,55281.29
Haryana,Hary_District_04,2023.0,Kharif,Sugarcane,47082.79,1042.95,49105.0
Karnataka,Karn_District_04,2015.0,Zaid,Cotton,44816.49,951.78,
Bihar,Biha_District_10,2021.0,Rabi,Wheat,13300.54,4309.15,57314.02
Andhra Pradesh,Andh_District_04,2013.0,Kharif,Cotton,9056.65,2361.06,21383.29
Rajasthan,Raja_District_11,2012.0,Zaid,Soybean,22547.98,1603.67,36159.52
Rajasthan,Raja_District_07,2014.0,Rabi,Soybean,35541.24,4331.01,153929.47
Punjab,Punj_District_20,2019.0,Rabi,Sugarcane,43741.3,2026.95,88661.43
Haryana,Hary_District_02,2022.0,Rabi,Soybean,26589.43,1617.83,43017.18
Rajasthan,Raja_District_08,2019.0,Kharif,Soybean,12315.35,1225.64,15094.19
Gujarat,,2021.0,Zaid,Cotton,47006.95,4495.95,211340.9
Tamil Nadu,Tami_District_16,2018.0,Zaid,Cotton,38890.2,2829.48,110039.04
Haryana,Hary_District_04,2019.0,Rabi,Rice,24581.33,2883.86,70889.11
Andhra Pradesh,Andh_District_05,2016.0,Rabi,,26874.74,2455.53,65991.73
West Bengal,West_District_11,2011.0,Rabi,Barley,6674.57,,7111.69
Maharashtra,,2016.0,Rabi,Wheat,47617.26,2669.14,127097.13
Tamil Nadu,Tami_District_15,2020.0,Zaid,Soybean,47664.96,1236.1,58918.66
Punjab,Punj_District_19,2012.0,Zaid,Jowar,27765.39,1434.73,39835.84
Assam,Assa_District_02,2018.0,Kharif,Rice,12733.91,635.25,8089.22
West Bengal,West_District_18,2022.0,Zaid,Soybean,6035.77,4625.82,27920.39
Assam,Assa_District_08,2013.0,Rabi,Groundnut,16144.5,3236.58,52252.97
West Bengal,West_District_16,2017.0,Kharif,Cotton,23304.21,2302.03,53646.99
Karnataka,Karn_District_01,2011.0,Zaid,Maize,26641.12,1342.58,35767.83
West Bengal,West_District_04,2017.0,Kharif,Jowar,49431.33,,206741.1
Maharashtra,Maha_District_02,2010.0,Kharif,Maize,,2609.42,96826.63
Assam,Assa_District_17,2012.0,Zaid,Mustard,7728.57,4643.0,35883.75
Madhya Pradesh,Madh_District_18,2015.0,Zaid,Sugarcane,17135.21,,12431.25
Tamil Nadu,Tami_District_07,2011.0,Zaid,Barley,17185.94,4075.06,70033.74
Andhra Pradesh,Andh_District_15,2019.0,Rabi,Soybean,31173.17,3878.77,120913.56
West Bengal,West_District_05,2010.0,Rabi,Wheat,39702.41,1453.8,57719.36
Haryana,,2015.0,Rabi,Cotton,46196.79,2470.95,114149.96
West Bengal,West_District_19,2020.0,Rabi,Soybean,31986.78,510.39,16325.73
Karnataka,Karn_District_14,2018.0,Rabi,Sugarcane,49669.09,1764.03,87617.76
Andhra Pradesh,Andh_District_05,2011.0,Rabi,Sugarcane,3196.95,2562.18,8191.16
Rajasthan,Raja_District_05,2015.0,Zaid,Sugarcane,6538.6,1185.47,7751.31
Karnataka,Karn_District_09,2019.0,Kharif,Barley,31650.91,2268.17,71789.64
Odisha,Odis_District_09,2013.0,Kharif,Mustard,46100.44,1936.2,89259.67
Maharashtra,Maha_District_03,2013.0,Rabi,Jowar,36336.39,2574.95,93564.39
West Bengal,West_District_20,2017.0,Kharif,Groundnut,33031.57,,105655.77
Haryana,Hary_District_07,2020.0,Rabi,Groundnut,23691.92,4775.27,113135.31
West Bengal,West_District_10,2015.0,Zaid,Maize,17201.41,1297.56,22319.86
Punjab,Punj_District_06,2015.0,Zaid,Maize,33936.89,4307.03,146167.2
Maharashtra,,2023.0,Rabi,Maize,2108.66,2523.35,5320.89
Karnataka,Karn_District_18,2013.0,Kharif,Sugarcane,44635.14,3873.28,172884.4
Odisha,Odis_District_04,2020.0,Zaid,Cotton,49591.21,2891.36,143386.04
Tamil Nadu,Tami_District_17,2023.0,Kharif,Soybean,33033.79,1861.16,61481.17
Andhra Pradesh,Andh_District_09,2012.0,Rabi,Wheat,47382.03,2148.51,101800.77
West Bengal,West_District_18,2020.0,Zaid,Barley,36951.68,2314.13,85510.99
Gujarat,Guja_District_14,2012.0,Zaid,,28134.76,3739.02,105196.43
Haryana,Hary_District_07,2014.0,Zaid,Mustard,25495.81,4581.89,116819.0
Madhya Pradesh,Madh_District_16,2021.0,Zaid,Wheat,,3411.82,71727.1
Rajasthan,Raja_District_04,2013.0,Kharif,Barley,17183.89,2336.71,40153.77
Tamil Nadu,Tami_District_14,2010.0,Kharif,Sugarcane,22058.5,1066.13,23517.23
Assam,Assa_District_08,2022.0,Zaid,Barley,4677.01,3503.7,16386.84
Andhra Pradesh,,2012.0,Zaid,Cotton,32810.34,3483.09,114281.37
Rajasthan,Raja_District_20,2013.0,Kharif,Mustard,1086.35,1969.46,2139.52
Tamil Nadu,Tami_District_08,2017.0,Kharif,Mustard,9970.71,4001.68,39899.59
Maharashtra,Maha_District_19,2022.0,Zaid,Sugarcane,43045.46,1610.06,69305.77
Maharashtra,Maha_District_14,2016.0,Kharif,Groundnut,33425.67,1082.13,36170.92
Gujarat,Guja_District_10,2012.0,Rabi,Barley,,1123.95,15544.35
Andhra Pradesh,Andh_District_19,2022.0,Rabi,Barley,14247.69,3536.31,50384.25
Punjab,Punj_District_01,2015.0,Kharif,,45525.31,1411.35,64252.15
Assam,Assa_District_08,2011.0,Kharif,Mustard,27149.74,3656.26,99266.51
Punjab,Punj_District_05,2014.0,Rabi,Mustard,47650.83,3245.27,154639.81
Bihar,Biha_District_20,2020.0,Rabi,Mustard,12829.84,3314.65,42526.43
Rajasthan,Raja_District_01,2016.0,Zaid,Rice,16092.51,4892.58,78733.89
Assam,Assa_District_13,2018.0,Rabi,Soybean,20043.84,3584.42,71845.54
Odisha,Odis_District_03,2022.0,Kharif,Rice,1259.06,2300.28,2896.19
Punjab,Punj_District_18,2016.0,Rabi,Jowar,43767.87,3246.02,142071.38
Rajasthan,Raja_District_12,2014.0,Kharif,,22252.75,,104848.73
Gujarat,Guja_District_08,2010.0,Kharif,Rice,42713.82,1949.97,83290.67
Punjab,Punj_District_08,2023.0,Kharif,Wheat,27272.97,2704.21,73751.84
Madhya Pradesh,Madh_District_17,2014.0,Kharif,Mustard,31646.9,2003.5,63404.56
Odisha,Odis_District_01,2018.0,Kharif,Groundnut,12285.83,4607.02,56601.06
Telangana,Tela_District_09,2020.0,Kharif,Sugarcane,46201.34,4294.95,198432.45
Bihar,Biha_District_02,2015.0,Rabi,,48912.4,3852.46,188433.06
Andhra Pradesh,Andh_District_14,2013.0,Zaid,Soybean,38256.89,3931.66,
Madhya Pradesh,Madh_District_14,2013.0,Zaid,Cotton,24082.32,2554.03,61506.97
Madhya Pradesh,Madh_District_08,2015.0,Rabi,Cotton,12087.29,3401.69,41117.21
Gujarat,Guja_District_15,2019.0,Rabi,,14537.07,1660.14,24133.57
Assam,Assa_District_02,2016.0,Zaid,Cotton,29339.47,2344.92,68798.71
Haryana,Hary_District_04,2021.0,Rabi,Groundnut,11020.94,4172.25,45982.12
Rajasthan,Raja_District_20,2011.0,Kharif,Cotton,43042.44,1254.65,54003.2
Gujarat,Guja_District_07,2013.0,Zaid,,474.6,2012.58,955.17
Punjab,Punj_District_01,2019.0,Zaid,Rice,39895.79,4276.28,170605.57
Tamil Nadu,Tami_District_03,2010.0,Kharif,Wheat,7002.62,3984.51,27902.01
Odisha,Odis_District_04,2010.0,Kharif,Cotton,5873.64,2255.28,13246.7
Haryana,Hary_District_05,2023.0,Zaid,Groundnut,49930.61,1366.66,68238.17
Odisha,Odis_District_05,2017.0,Rabi,Jowar,7782.78,2402.6,
Rajasthan,Raja_District_12,,Zaid,Wheat,31021.46,4698.05,
Gujarat,Guja_District_20,2020.0,Kharif,Wheat,49042.98,813.38,39890.58
Bihar,Biha_District_10,2018.0,Kharif,Barley,6986.08,4058.32,28351.75
Rajasthan,Raja_District_11,2013.0,Zaid,Sugarcane,13604.54,4481.82,60973.1
Assam,Assa_District_17,2021.0,Rabi,Cotton,33206.32,1003.3,33315.9
Madhya Pradesh,Madh_District_05,2015.0,Kharif,Barley,41643.21,1293.6,53869.66
Rajasthan,Raja_District_15,2010.0,Rabi,Wheat,21232.42,2984.83,63375.16
Assam,Assa_District_06,2011.0,Rabi,,25088.23,,90009.8
West Bengal,West_District_06,2019.0,Rabi,Groundnut,32669.07,4964.19,162175.47
Rajasthan,Raja_District_16,2015.0,Kharif,Sugarcane,49971.15,2824.07,141122.03
Punjab,,2023.0,Zaid,Groundnut,4850.43,3775.29,18311.78
,Maha_District_02,,Kharif,Mustard,48835.54,1932.47,94373.22
West Bengal,West_District_08,2013.0,Kharif,Jowar,,2411.5,55740.18
Karnataka,Karn_District_05,2023.0,Zaid,Sugarcane,,3525.19,9397.52
Karnataka,Karn_District_19,2013.0,Kharif,Jowar,17731.55,4043.59,71699.12
Gujarat,,2016.0,Zaid,Jowar,41622.79,4195.54,174630.08
Assam,Assa_District_19,2021.0,Rabi,Barley,20891.63,1946.96,40675.17
Karnataka,Karn_District_19,2013.0,Zaid,Maize,37466.16,4106.25,153845.42
Madhya Pradesh,Madh_District_06,2015.0,Kharif,Cotton,24613.75,4518.64,111220.68
Haryana,Hary_District_06,2019.0,Rabi,Soybean,7281.04,4455.81,32442.93
Madhya Pradesh,Madh_District_03,2017.0,Zaid,Mustard,4895.15,1190.86,5829.44
Rajasthan,Raja_District_05,2020.0,Zaid,Mustard,26738.62,803.83,21493.3
Rajasthan,Raja_District_19,2022.0,Rabi,Soybean,,502.33,1373.91
Rajasthan,Raja_District_18,2011.0,Zaid,Rice,21872.2,3985.81,87178.43
Uttar Pradesh,,2015.0,Zaid,Soybean,1838.43,3435.16,6315.3
Telangana,Tela_District_06,2011.0,Zaid,Jowar,41174.05,1256.0,51714.61
West Bengal,West_District_03,2015.0,Zaid,Sugarcane,7428.5,4373.6,32489.29
Tamil Nadu,Tami_District_04,,Zaid,Mustard,41173.92,2925.24,120443.6
Telangana,Tela_District_15,2015.0,Kharif,Barley,40978.07,917.4,37593.28
Tamil Nadu,,2019.0,Rabi,Barley,19784.63,,75579.07
Uttar Pradesh,Utta_District_18,2017.0,Kharif,Maize,12946.85,3885.48,50304.73
Andhra Pradesh,Andh_District_08,2015.0,Zaid,Cotton,25258.51,3876.2,97907.04
Punjab,Punj_District_17,2014.0,Rabi,Jowar,23287.51,2155.57,
Rajasthan,Raja_District_05,2010.0,Kharif,Wheat,11037.54,,15868.78
Gujarat,Guja_District_01,2014.0,Kharif,Wheat,37599.39,1035.1,38919.13
Punjab,Punj_District_16,2014.0,Kharif,Groundnut,4390.52,1293.31,5678.3
Assam,Assa_District_14,2016.0,Kharif,Groundnut,8849.79,,37204.34
Madhya Pradesh,Madh_District_11,2016.0,Kharif,Barley,19985.48,4956.75,99063.03
Rajasthan,Raja_District_14,2021.0,Rabi,Mustard,6946.84,3440.93,23903.59
Telangana,Tela_District_03,2020.0,,Maize,22491.6,2268.13,51013.87
Assam,Assa_District_15,2013.0,Rabi,Rice,43766.7,4890.18,214027.04
Rajasthan,Raja_District_09,2018.0,Kharif,Barley,43655.66,1365.35,59605.26
Uttar Pradesh,,2014.0,Zaid,Jowar,11117.82,3452.33,38382.38
Madhya Pradesh,Madh_District_07,,Kharif,Jowar,14525.27,3806.26,55286.95
Assam,Assa_District_07,2018.0,Rabi,Cotton,28364.39,,84500.07
Bihar,Biha_District_03,2021.0,Zaid,Maize,41444.49,3697.4,153236.86
Andhra Pradesh,Andh_District_06,2021.0,Kharif,Rice,1426.23,722.57,1030.55
Madhya Pradesh,Madh_District_01,2012.0,Kharif,Maize,30117.77,2687.86,80952.35
Assam,Assa_District_18,2012.0,Rabi,Barley,13083.21,2383.95,31189.72
Telangana,Tela_District_10,2020.0,Zaid,Barley,37919.72,4219.75,160011.74
Madhya Pradesh,Madh_District_02,2021.0,Zaid,Soybean,28105.03,2234.16,62791.13
Karnataka,,2019.0,Kharif,Cotton,13607.77,2848.63,38763.5
Tamil Nadu,Tami_District_05,2023.0,Rabi,Rice,15806.01,3038.43,48025.45
Assam,Assa_District_04,2013.0,Kharif,Barley,33864.95,797.36,27002.56
Haryana,Hary_District_13,,Kharif,Sugarcane,153.27,1455.25,223.05
Rajasthan,Raja_District_19,2019.0,Kharif,Wheat,44736.12,3408.31,152474.57
Rajasthan,Raja_District_06,2022.0,Zaid,Sugarcane,8680.82,4506.19,39117.42
Tamil Nadu,Tami_District_17,2013.0,Rabi,Cotton,23550.8,2642.41,
Andhra Pradesh,Andh_District_18,2023.0,Kharif,Sugarcane,46783.54,767.69,35915.26
Rajasthan,Raja_District_19,2013.0,Zaid,Barley,10837.4,3135.97,33985.76
Rajasthan,Raja_District_20,2012.0,Kharif,Jowar,9854.78,3557.87,35062.03
Assam,Assa_District_02,,Zaid,,10783.21,946.21,10203.18
,,2022.0,Zaid,Maize,10428.56,2402.3,25052.53
Rajasthan,Raja_District_11,2017.0,Zaid,Sugarcane,8889.3,,9832.54
Gujarat,Guja_District_03,2015.0,Rabi,Cotton,43028.07,1941.79,83551.48
Punjab,Punj_District_17,,Rabi,Groundnut,18101.86,748.72,13553.22
,Odis_District_07,2022.0,,,17932.74,1691.63,30335.56
Madhya Pradesh,Madh_District_13,2021.0,Zaid,Jowar,30563.2,1424.26,43529.94
Assam,Assa_District_05,2017.0,Kharif,Wheat,44429.44,4683.5,208085.28
Uttar Pradesh,Utta_District_13,2015.0,Kharif,Rice,5081.57,983.31,4996.76
Bihar,Biha_District_12,2023.0,Zaid,Cotton,5854.79,3288.06,19250.9
Madhya Pradesh,Madh_District_13,2010.0,Rabi,Jowar,6186.25,4335.72,26821.85
Karnataka,Karn_District_17,2010.0,Rabi,Groundnut,37738.15,4189.14,158090.39
Tamil Nadu,Tami_District_18,2011.0,,Soybean,26350.42,4985.05,131358.16
Uttar Pradesh,Utta_District_12,2021.0,Zaid,Wheat,2304.34,2305.69,5313.09
,Madh_District_09,2023.0,Rabi,Maize,16264.44,4768.9,77563.49
West Bengal,West_District_20,2012.0,Zaid,Maize,28885.36,4127.86,119234.72
Maharashtra,Maha_District_08,2022.0,Rabi,Sugarcane,8600.03,4903.85,42173.26
Telangana,,2023.0,Zaid,Soybean,24982.11,2721.52,67989.31
Karnataka,Karn_District_18,2010.0,,Mustard,48547.15,2213.3,107449.41
Madhya Pradesh,Madh_District_02,2021.0,Zaid,,19936.5,3131.39,62428.96
Karnataka,Karn_District_03,2015.0,Rabi,Mustard,6489.83,1944.89,12622.01
West Bengal,West_District_18,2022.0,Zaid,Groundnut,9741.1,964.78,9398.02
Bihar,Biha_District_18,2012.0,Rabi,Maize,43320.62,3151.99,136546.16
Uttar Pradesh,Utta_District_09,2013.0,Kharif,,17997.77,,42096.96
Gujarat,Guja_District_20,2023.0,Rabi,Maize,21632.8,3349.17,72451.92
,Raja_District_10,2014.0,Zaid,Wheat,46345.79,4697.51,
West Bengal,West_District_08,2019.0,Rabi,Soybean,19635.45,1981.68,38911.18
Telangana,Tela_District_13,2022.0,Rabi,Soybean,22607.22,3055.7,69080.88
